case_id,case_title,case_citation,parallel_cite,filed_date,not_rule36,number_of_patents,note,patent1,patent1_cpc,patent1_find_error,patent1_reverse,patent2,patent2_cpc,patent2_find_error,patent2_reverse,patent3,patent3_cpc,patent3_find_error,patent3_reverse,patent4,patent4_cpc,patent4_find_error,patent4_reverse,patent5,patent5_cpc,patent5_find_error,patent5_reverse,patent6,patent6_cpc,patent6_find_error,patent6_reverse,patent7,patent7_cpc,patent7_find_error,patent7_reverse
2601,"ICU Medical, Inc. v. Alaris Medical Systems, Inc.",558 F.3d 1368,90 U.S.P.Q.2d 1072,13/3/2009,1,4,,6682509,A61M5/14,0,0,5685866,A61M5/14,0,0,5873862,A61M5/14,0,0,6572592,A61M5/14,0,0,,,,,,,,,,,,
2605,"Bose Corp. v. SDI Technologies, Inc.",558 Fed.Appx. 1012,2014 WL 982765,14/3/2014,1,1,,7277765,H04B1/20,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2609,"Cyberfone Systems, LLC v. CNN Interactive Group, Inc.",558 Fed.Appx. 988,2014 WL 718153,26/2/2014,1,1,,8019060,G06F40/174,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2614,"Novatek, Inc. v. Sollami Co.",559 Fed.Appx. 1011,2014 WL 1229547,26/3/2014,1,2,,7883155,E02F9/2866,0,0,6371567,E21C35/197,0,0,,,,,,,,,,,,,,,,,,,,
2616,"Molten Metal Equipment Innovations, Inc. v. Metaullics Systems Co., L.P.",56 Fed.Appx. 475,2003 WL 236614,30/1/2003,1,1,,5203681,F04D29/044,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2617,"Wechsler v. Macke Intern. Trade, Inc.",56 Fed.Appx. 935,2003 WL 193604,29/1/2003,1,1,,5636592,A01K7/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2623,Cordis Corp. v. Boston Scientific Corp.,561 F.3d 1319,90 U.S.P.Q.2d 1401,31/3/2009,1,3,,4739762,A61F2/91,0,0,5895406,A61F2/91,0,0,5922021,A61F2/915,0,0,,,,,,,,,,,,,,,,
2624,"e2Interactive, Inc. v. Blackhawk Network, Inc.",561 Fed.Appx. 895,2014 WL 943188,12/3/2014,1,1,,7578439,G06Q20/28,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2625,HowLink Global LLC v. Network Communications Intern. Corp.,561 Fed.Appx. 898,2014 WL 1303372,2/4/2014,1,1,,7876744,H04M15/08,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2626,"United Video Properties, Inc. v. Amazon.com, Inc.",561 Fed.Appx. 914,2014 WL 1363539,8/4/2014,1,2,,6769128,H04N7/173,0,0,7603690,H04N21/4668,0,0,,,,,,,,,,,,,,,,,,,,
2629,"University of Pittsburgh of Commonwealth System of Higher Educ. v. Varian Medical Systems, Inc.",561 Fed.Appx. 934,2014 WL 1387144,10/4/2014,1,1,Circuit Judge Dyk dissented,5727554,A61B6/08,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2633,"Felix v. American Honda Motor Co., Inc.",562 F.3d 1167,90 U.S.P.Q.2d 1524,10/4/2009,1,1,,6155625,B60R9/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2645,"Revolution Eyewear, Inc. v. Aspex Eyewear, Inc.",563 F.3d 1358,90 U.S.P.Q.2d 1733,29/4/2009,1,1,,RE37545,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2646,"Every Penny Counts, Inc. v. American Express Co.",563 F.3d 1378,90 U.S.P.Q.2d 1851,30/4/2009,1,1,,5621640,G06Q40/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2668,"Paragon Solutions, LLC v. Timex Corp.",566 F.3d 1075,91 U.S.P.Q.2d 1082,22/5/2009,1,1,,6736759,A63B24/0021,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2669,"Abbott Laboratories v. Sandoz, Inc.",566 F.3d 1282,90 U.S.P.Q.2d 1769,18/5/2009,1,1,Judge Newman dissented,4935507,A61K31/545,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2672,"Nassau Precision Casting Co., Inc. v. Acushnet Co., Inc.",566 Fed.Appx. 933,2014 WL 2535260,6/6/2014,1,1,,5486000,A63B53/04,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2673,"DePuy Spine, Inc. v. Medtronic Sofamor Danek, Inc.",567 F.3d 1314,90 U.S.P.Q.2d 1865,1/6/2009,1,1,,5207678,A61B17/7037,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2674,"Agilent Technologies, Inc. v. Affymetrix, Inc.",567 F.3d 1366,91 U.S.P.Q.2d 1161,4/6/2009,1,1,,6513968,B01L3/502707,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2677,"Ecolab, Inc. v. FMC Corp.",569 F.3d 1335,91 U.S.P.Q.2d 1225,9/6/2009,1,1,,5632676,A22C21/04,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2678,Deere & Co. v. Toro Co.,57 Fed.Appx. 442,2003 WL 249712,4/2/2003,1,1,,5988290,A01B45/023,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2679,"Kensey Nash Corp. v. Perclose, Inc.",57 Fed.Appx. 864,2003 WL 262343,5/2/2003,1,2,,5676689,A61B17/0057,0,0,5861004,A61B17/0057,0,0,,,,,,,,,,,,,,,,,,,,
2680,Gemtron Corp. v. Saint-Gobain Corp.,572 F.3d 1371,91 U.S.P.Q.2d 1409,20/7/2009,1,2,,6679573,F25D25/024,0,0,6422673,F25D25/024,0,0,,,,,,,,,,,,,,,,,,,,
2683,Wavetronix LLC v. EIS Electronic Integrated Systems,573 F.3d 1343,91 U.S.P.Q.2d 1468,29/7/2009,1,1,DC failed to construct,6556916,G08G1/042,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2684,"Blackboard, Inc. v. Desire2Learn, Inc.",574 F.3d 1371,91 U.S.P.Q.2d 1481,27/7/2009,1,1,,6988138,G09B5/02,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2688,Callaway Golf Co. v. Acushnet Co.,576 F.3d 1331,91 U.S.P.Q.2d 1705,14/8/2009,1,1,,6210293,C08L23/08,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2690,"Martek Biosciences Corp. v. Nutrinova, Inc.",579 F.3d 1363,92 U.S.P.Q.2d 1148,3/9/2009,1,2,Judge Lourie held a dissenting opinion with respect to claim construction.,6410281,C12P7/6472,0,0,5698244,C12P7/6427,1,1,,,,,,,,,,,,,,,,,,,,
2693,"Nystrom v. Trex Co., Inc.",580 F.3d 1281,92 U.S.P.Q.2d 1060,8/9/2009,1,1,,5474831,E04F15/04,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2695,Amgen Inc. v. F. Hoffman-La Roche Ltd,580 F.3d 1340,92 U.S.P.Q.2d 1289,15/9/2009,1,2,,5955422,C07K14/505,0,0,5547933,C07K14/505,0,0,,,,,,,,,,,,,,,,,,,,
2696,"Vita-Mix Corp. v. Basic Holding, Inc.",581 F.3d 1317,92 U.S.P.Q.2d 1340,16/9/2009,1,1,,5302021,B01F35/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2699,Edwards Lifesciences LLC v. Cook Inc.,582 F.3d 1322,92 U.S.P.Q.2d 1599,22/9/2009,1,4,,6582458,A61F2/07,0,0,6613073,A61F2/07,0,0,6685736,A61F2/07,0,0,6689158,A61F2/07,0,0,,,,,,,,,,,,
2700,Kara Technology Inc. v. Stamps.com Inc.,582 F.3d 1341,92 U.S.P.Q.2d 1252,24/9/2009,1,2,,6505179,H04N1/32133,1,1,6735575,H04N1/32133,1,1,,,,,,,,,,,,,,,,,,,,
2701,"Board of Trustees of Leland Stanford Junior University v. Roche Molecular Systems, Inc.",583 F.3d 832,249 Ed. Law Rep. 612,30/9/2009,1,3,,5968730,C12Q1/703,0,0,6503705,C12Q1/703,0,0,7129041,C12Q1/703,0,0,,,,,,,,,,,,,,,,
2704,"Perfect Web Technologies, Inc. v. InfoUSA, Inc.",587 F.3d 1324,92 U.S.P.Q.2d 1849,2/12/2009,1,1,,6631400,G06Q10/107,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2705,Ultimax Cement Mfg. Corp. v. CTS Cement Mfg. Corp.,587 F.3d 1339,92 U.S.P.Q.2d 1865,3/12/2009,1,3,,4957556,C04B7/323,1,1,6113684,C04B7/32,0,0,6406534,C04B7/32,0,0,,,,,,,,,,,,,,,,
2709,i4i Ltd. Partnership v. Microsoft Corp.,589 F.3d 1246,93 U.S.P.Q.2d 1161,22/12/2009,1,1,,5787449,G06F40/106,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2710,"Systems Division, Inc. v. Teknek LLC",59 Fed.Appx. 333,2003 WL 475588,21/2/2003,1,3,,5813073,H05K3/26,1,1,5989358,H05K3/26,1,1,6200392,H05K3/26,1,1,,,,,,,,,,,,,,,,
2711,"Forest Group, Inc. v. Bon Tool Co.",590 F.3d 1295,93 U.S.P.Q.2d 1097,28/12/2009,1,1,,5645515,A63B25/00,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2712,Koninklijke Philips Electronics N.V. v. Cardiac Science Operating Co.,590 F.3d 1326,93 U.S.P.Q.2d 1227,5/1/2010,1,1,,6241751,A61N1/3943,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2713,Schindler Elevator Corp. v. Otis Elevator Co.,593 F.3d 1275,93 U.S.P.Q.2d 1262,15/1/2010,1,1,,5689094,B66B1/468,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2714,"Therasense, Inc. v. Becton, Dickinson and Co.",593 F.3d 1289,93 U.S.P.Q.2d 1489,25/1/2010,1,3,,5820551,A61B5/1486,1,0,6143164,G01N27/3272,1,0,6592745,G01N27/3272,1,0,,,,,,,,,,,,,,,,
2716,"SEB S.A. v. Montgomery Ward & Co., Inc.",594 F.3d 1360,93 U.S.P.Q.2d 1617,5/2/2010,1,1,,4995312,A47J27/004,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2718,"Trading Technologies Intern., Inc. v. eSpeed, Inc.",595 F.3d 1340,93 U.S.P.Q.2d 1805,25/2/2010,1,2,,6772132,G06Q40/04,0,0,6766304,G06Q40/04,0,0,,,,,,,,,,,,,,,,,,,,
2720,"Comaper Corp. v. Antec, Inc.",596 F.3d 1343,93 U.S.P.Q.2d 1873,1/3/2010,1,1,,5955955,G06F1/206,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2726,i4i Ltd. Partnership v. Microsoft Corp.,598 F.3d 831,93 U.S.P.Q.2d 1943,10/3/2010,1,1,,5787449,G06F40/106,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2727,Marrin v. Griffin,599 F.3d 1290,94 U.S.P.Q.2d 1140,22/3/2010,1,1,Judge Newman dissents regarding claim construction,5154448,G09F3/0292,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2728,"Pressure Products Medical Supplies, Inc. v. Greatbatch Ltd.",599 F.3d 1308,94 U.S.P.Q.2d 1261,24/3/2010,1,1,,5688648,G01N33/582,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2729,"Enzo Biochem, Inc. v. Applera Corp.",599 F.3d 1325,94 U.S.P.Q.2d 1321,26/3/2010,1,4,,5328824,C07H19/20,1,1,5449767,C07H19/20,1,1,5476928,C07H19/20,1,1,5082830,C12Q1/6832,0,0,,,,,,,,,,,,
2730,"Power-One, Inc. v. Artesyn Technologies, Inc.",599 F.3d 1343,94 U.S.P.Q.2d 1241,30/3/2010,1,1,,7000125,H02J1/102,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2731,Maltezos v. AT&T Corp.,6 Fed.Appx. 850,2001 WL 233378,8/3/2001,1,1,,5014301,H04M17/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2732,"Optimal Recreation Solutions LLP v. Leading Edge Technologies, Inc.",6 Fed.Appx. 873,2001 WL 338152,6/4/2001,1,1,,5364093,G01S19/19,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2733,"Medtronic, Inc. v. Boston Scientific Corp.",6 Fed.Appx. 890,61 U.S.P.Q.2d 1447,23/4/2001,1,1,,5653727,A61F2/88,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2734,"Somfy, S.A. v. Springs Window Fashions Div., Inc.",6 Fed.Appx. 895,2001 WL 424834,25/4/2001,1,1,,5328113,E06B9/308,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2736,"Reese v. U.S. West, Inc.",60 Fed.Appx. 274,2003 WL 859234,5/3/2003,1,1,,5619561,H04M3/56,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2737,"KIS, S.A. v. Foto Fantasy, Inc.",60 Fed.Appx. 319,2003 WL 722181,28/2/2003,1,1,,5539453,H04N1/00286,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2738,"Display Technologies, Inc. v. Paul Flum Ideas, Inc.",60 Fed.Appx. 787,2002 WL 32066815,4/3/2002,1,1,,5646176,C07D407/12,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2739,Caputo v. Sealed Air Corp. (US),60 Fed.Appx. 822,2003 WL 1827223,8/4/2003,1,1,,4579516,B29C51/225,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2742,"Bid for Position, LLC v. AOL, LLC",601 F.3d 1311,94 U.S.P.Q.2d 1368,7/4/2010,1,1,,7225151,G06Q30/08,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2744,"Anascape, Ltd. v. Nintendo of America Inc.",601 F.3d 1333,94 U.S.P.Q.2d 1627,13/4/2010,1,2,,6906700,G05G9/04737,1,1,6222525,H01H13/785,1,1,,,,,,,,,,,,,,,,,,,,
2748,"Bradford Co. v. Conteyor North America, Inc.",603 F.3d 1262,94 U.S.P.Q.2d 1917,29/4/2010,1,2,,6230916,B65D19/44,1,1,6540096,B65D1/225,1,1,,,,,,,,,,,,,,,,,,,,
2750,"Rolls-Royce, PLC v. United Technologies Corp.",603 F.3d 1325,95 U.S.P.Q.2d 1097,5/5/2010,1,1,,6071077,F04D29/324,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2758,Haemonetics Corp. v. Baxter Healthcare Corp.,607 F.3d 776,95 U.S.P.Q.2d 1556,2/6/2010,1,1,,6705983,B04B5/0442,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2759,"Silicon Graphics, Inc. v. ATI Technologies, Inc.",607 F.3d 784,95 U.S.P.Q.2d 1417,4/6/2010,1,1,,6650327,G06T15/405,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2765,Xerox Corp. v. 3Com Corp.,61 Fed.Appx. 680,66 U.S.P.Q.2d 1216,20/2/2003,1,1,,5596656,G06F3/04883,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2767,"Telcordia Technologies, Inc. v. Cisco Systems, Inc.",612 F.3d 1365,95 U.S.P.Q.2d 1673,6/7/2010,1,1,,4893306,H04J3/1682,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2768,"Enovsys LLC v. Nextel Communications, Inc.",614 F.3d 1333,95 U.S.P.Q.2d 1947,3/8/2010,1,2,Judge Newman dissented,5918159,H04W84/025,0,0,6560461,H04W84/022,0,0,,,,,,,,,,,,,,,,,,,,
2769,"Ring Plus, Inc. v. Cingular Wireless Corp.",614 F.3d 1354,96 U.S.P.Q.2d 1022,6/8/2010,1,1,,7006608,H04M3/42017,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2770,"Becton, Dickinson and Co. v. Tyco Healthcare Group, LP",616 F.3d 1249,95 U.S.P.Q.2d 1752,29/7/2010,1,1,Circuit Judge GAJARSA dissented,5348544,A61M5/3275,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2771,"Adams Respiratory Therapeutics, Inc. v. Perrigo Co.",616 F.3d 1283,96 U.S.P.Q.2d 1041,5/8/2010,1,1,,6372252,A61K9/5084,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2772,"Baran v. Medical Device Technologies, Inc.",616 F.3d 1309,96 U.S.P.Q.2d 1057,12/8/2010,1,2,,5025797,A61B10/0275,0,0,5400798,A61B10/0275,0,0,,,,,,,,,,,,,,,,,,,,
2773,"Funai Elec. Co., Ltd. v. Daewoo Electronics Corp.",616 F.3d 1357,96 U.S.P.Q.2d 1329,1/9/2010,1,3,,6021018,G11B15/67547,1,0,6421210,H02K5/24,1,0,6064538,G11B5/0086,0,0,,,,,,,,,,,,,,,,
2774,Intervet Inc. v. Merial Ltd.,617 F.3d 1282,95 U.S.P.Q.2d 1956,4/8/2010,1,1,Judge Dyk dissented,6368601,C07K14/005,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2776,"Pass & Seymour, Inc. v. International Trade Com'n",617 F.3d 1319,96 U.S.P.Q.2d 1221,27/8/2010,1,2,,5594398,H01R13/7135,0,0,7212386,H02H3/338,0,0,,,,,,,,,,,,,,,,,,,,
2777,"American Medical Systems, Inc. v. Biolitec, Inc.",618 F.3d 1354,96 U.S.P.Q.2d 1652,13/9/2010,1,1,Judge DYK held a dissenting opinion with respect to claim construction.,6986764,A61B18/20,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2778,Laryngeal Mask Co. Ltd. v. Ambu,618 F.3d 1367,96 U.S.P.Q.2d 1757,21/9/2010,1,1,,7156100,A61M16/04,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2781,"Hockerson-Halberstadt, Inc. v. Propet USA, Inc.",62 Fed.Appx. 322,2003 WL 1795641,1/4/2003,1,1,,4322895,A43B23/17,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2782,"American Seating Co. v. Transportation Seating, Inc.",62 Fed.Appx. 344,2003 WL 1795638,26/3/2003,1,2,,6113325,A61G3/0808,0,0,5888038,A61G3/0808,0,0,,,,,,,,,,,,,,,,,,,,
2783,"Bell Communications Research, Inc. v. Fore Systems, Inc.",62 Fed.Appx. 951,2003 WL 1720080,27/3/2003,1,2,,4893306,H04J3/1682,1,1,4835768,H04J3/0605,0,0,,,,,,,,,,,,,,,,,,,,
2784,"Spine Solutions, Inc. v. Medtronic Sofamor Danek USA, Inc.",620 F.3d 1305,96 U.S.P.Q.2d 1640,9/9/2010,1,1,,6936071,A61F2/4425,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2785,Fujitsu Ltd. v. Netgear Inc.,620 F.3d 1321,96 U.S.P.Q.2d 1742,20/9/2010,1,2,,6018642,H04W52/0235,1,1,6469993,H04W72/1247,0,0,,,,,,,,,,,,,,,,,,,,
2786,"Solvay S.A. v. Honeywell Intern., Inc.",622 F.3d 1367,96 U.S.P.Q.2d 1870,13/10/2010,1,1,,6730817,C07C17/206,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2789,"Finjan, Inc. v. Secure Computing Corp.",626 F.3d 1197,97 U.S.P.Q.2d 1161,4/11/2010,1,1,DC failed to construct,6092194,H04L63/145,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2795,"Lazare Kaplan Intern., Inc. v. Photoscribe Technologies, Inc.",628 F.3d 1359,97 U.S.P.Q.2d 1437,22/12/2010,1,1,,6476351,B23K26/032,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2796,ERBE Elektromedizin GmbH v. Canady Technology LLC,629 F.3d 1278,97 U.S.P.Q.2d 1048,9/12/2010,1,1,,5720745,A61B18/042,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2797,"Akamai Technologies, Inc. v. Limelight Networks, Inc.",629 F.3d 1311,97 U.S.P.Q.2d 1321,20/12/2010,1,3,,6108703,H04L61/5007,0,0,7103645,H04L61/5007,0,0,6553413,H04L61/5007,0,0,,,,,,,,,,,,,,,,
2798,"Spansion, Inc. v. International Trade Com'n",629 F.3d 1331,97 U.S.P.Q.2d 1417,21/12/2010,1,2,,5852326,H01L21/6836,0,0,6433419,H01L21/6836,0,0,,,,,,,,,,,,,,,,,,,,
2803,"iLOR, LLC v. Google, Inc.",631 F.3d 1372,97 U.S.P.Q.2d 1597,11/1/2011,1,1,,7206839,G06F16/957,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2804,"Arlington Industries, Inc. v. Bridgeport Fittings, Inc.",632 F.3d 1246,97 U.S.P.Q.2d 1811,20/1/2011,1,1,,5266050,H01R13/745,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2805,"Uniloc USA, Inc. v. Microsoft Corp.",632 F.3d 1292,98 U.S.P.Q.2d 1203,4/1/2011,1,1,,5490216,G06F21/10,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2807,"Tokai Corp. v. Easton Enterprises, Inc.",632 F.3d 1358,97 U.S.P.Q.2d 1673,31/1/2011,1,3,,5697775,F23Q2/287,0,0,5897308,F23Q2/287,0,0,6093017,F23D11/36,0,0,,,,,,,,,,,,,,,,
2808,"AstraZeneca LP v. Apotex, Inc.",633 F.3d 1042,97 U.S.P.Q.2d 1029,1/11/2010,1,1,Judge Bryson held a dissenting opinion with respect to claim construction.,5192528,A61K9/0078,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2813,"Old Reliable Wholesale, Inc. v. Cornell Corp.",635 F.3d 539,97 U.S.P.Q.2d 1993,16/3/2011,1,1,,5069950,E04D13/172,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2816,"Innovention Toys, LLC v. MGA Entertainment, Inc.",637 F.3d 1314,98 U.S.P.Q.2d 1013,21/3/2011,1,1,,7264242,A63F3/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2817,"American Piledriving Equipment, Inc. v. Geoquip, Inc.",637 F.3d 1324,98 U.S.P.Q.2d 1001,21/3/2011,1,1,,5355964,E02D7/18,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2819,In re Katz Interactive Call Processing Patent Litigation,639 F.3d 1303,97 U.S.P.Q.2d 1737,18/2/2011,1,7,,6335965,G07C11/00,1,0,6678360,H04Q3/665,0,0,5815551,H04Q3/665,1,1,5351285,H04Q3/665,1,1,5974120,H04Q3/665,1,1,5684863,H04Q3/665,1,1,6292547,,1,1
2820,"Hologic, Inc. v. SenoRx, Inc.",639 F.3d 1329,97 U.S.P.Q.2d 1974,24/2/2011,1,1,,6482142,A61N5/1015,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2821,"Phonometrics, Inc. v. ITT Sheraton Corp.",64 Fed.Appx. 219,2003 WL 2008125,29/4/2003,1,1,,3769463,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2822,"Glaxo Group Ltd. v. Apotex, Inc.",64 Fed.Appx. 751,2003 WL 1918246,22/4/2003,1,2,,4562181,C07D501/34,0,0,4820833,C07D501/34,0,0,,,,,,,,,,,,,,,,,,,,
2823,"Atlantic Construction Fabrics, Inc. v. Dandy Products, Inc.",64 Fed.Appx. 757,2003 WL 1949582,23/4/2003,1,1,,5632888,E03F5/0404,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2825,"Rembrandt Data Technologies, LP v. AOL, LLC",641 F.3d 1331,98 U.S.P.Q.2d 1393,18/4/2011,1,1,,5251236,H04L27/3405,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2826,"Lexion Medical, LLC v. Northgate Technologies, Inc.",641 F.3d 1352,98 U.S.P.Q.2d 1388,22/4/2011,1,1,,5411474,A61M13/003,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2827,"Advanced Software Design Corp. v. Fiserv, Inc.",641 F.3d 1368,98 U.S.P.Q.2d 1968,2/6/2011,1,3,,6233340,H04L9/3247,1,1,6549624,H04L9/3247,1,1,6792110,G09C5/00,1,1,,,,,,,,,,,,,,,,
2831,Hynix Semiconductor Inc. v. Rambus Inc.,645 F.3d 1336,98 U.S.P.Q.2d 1711,13/5/2011,1,6,,6324120,G11C7/1066,0,0,6378020,G11C7/1066,0,0,6426916,G11C7/1066,0,0,6452863,G11C7/1066,0,0,5915105,G11C7/1066,0,0,6034918,G11C7/1066,0,0,,,,
2833,TiVo Inc. v. EchoStar Corp.,646 F.3d 869,98 U.S.P.Q.2d 1413,20/4/2011,1,1,,6233389,H04N5/775,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2837,Inventio AG v. ThyssenKrupp Elevator Americas Corp.,649 F.3d 1350,99 U.S.P.Q.2d 1112,15/6/2011,1,2,,6892861,B66B1/18,1,1,6935465,B66B1/18,1,1,,,,,,,,,,,,,,,,,,,,
2839,"Marlow Industries, Inc. v. Igloo Products Corp.",65 Fed.Appx. 313,2003 WL 21212626,23/5/2003,1,1,,4726193,F25B21/02,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2840,"J.G. Peta, Inc. v. Club Protector, Inc.",65 Fed.Appx. 724,2003 WL 21206079,20/5/2003,1,1,,4830037,B62B5/0013,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2842,"American Calcar, Inc. v. American Honda Motor Co., Inc.",651 F.3d 1318,99 U.S.P.Q.2d 1137,27/6/2011,1,6,,6587759,B60K35/00,1,1,6754485,G08G1/137,0,0,6987964,G08G1/137,0,0,6275231,B60W30/06,0,0,6577928,B60K35/00,0,0,6524794,C12Q1/683,0,0,,,,
2845,"Retractable Technologies, Inc. v. Becton, Dickinson and Co.",653 F.3d 1296,100 U.S.P.Q.2d 1714,31/10/2011,1,1,,5632733,A61M5/3234,1,1,6090077,A61M5/3234,1,1,7351224,A61M5/3234,1,1,,,,,,,,,,,,,,,,
2846,"Retractable Technologies, Inc. v. Becton, Dickinson and Co.",653 F.3d 1296,99 U.S.P.Q.2d 1233,8/7/2011,1,3,Judge Rader dissented,5632733,A61M5/3234,1,1,6090077,A61M5/3234,1,1,7351224,A61M5/3234,1,1,,,,,,,,,,,,,,,,
2847,Eon-Net LP v. Flagstar Bancorp,653 F.3d 1314,99 U.S.P.Q.2d 1522,29/7/2011,1,3,,6683697,G06V10/22,0,0,7075673,G06V10/22,0,0,7184162,G06V10/22,0,0,,,,,,,,,,,,,,,,
2851,"CBT Flint Partners, LLC v. Return Path, Inc.",654 F.3d 1353,99 U.S.P.Q.2d 1610,10/8/2011,1,1,,6587550,H04M3/38,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2853,"August Technology Corp. v. Camtek, Ltd.",655 F.3d 1278,99 U.S.P.Q.2d 1766,22/8/2011,1,1,,6826298,G01N21/9501,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2854,"Genetics Institute, LLC v. Novartis Vaccines and Diagnostics, Inc.",655 F.3d 1291,99 U.S.P.Q.2d 1713,23/8/2011,1,3,Judge Dyk dissented,4868112,C07K14/755,0,0,6228620,C07K14/755,0,0,6060447,A61K38/37,0,0,,,,,,,,,,,,,,,,
2858,AIA Engineering Ltd. v. Magotteaux Intern. S/A,657 F.3d 1264,100 U.S.P.Q.2d 1089,31/8/2011,1,1,,RE39998,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2859,Markem-Imaje Corp. v. Zipher Ltd.,657 F.3d 1293,100 U.S.P.Q.2d 1068,9/9/2011,1,2,Judge Newman dissented,7150572,B41J2/325,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2861,"Cordance Corp. v. Amazon.com, Inc.",658 F.3d 1330,100 U.S.P.Q.2d 1230,23/9/2011,1,1,,6757710,H04L67/51,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2862,Cordis Corp. v. Boston Scientific Corp.,658 F.3d 1347,100 U.S.P.Q.2d 1329,28/9/2011,1,2,,5879370,A61F2/844,0,0,5643312,A61F2/844,0,0,,,,,,,,,,,,,,,,,,,,
2864,"Marine Polymer Technologies, Inc. v. HemCon, Inc.",659 F.3d 1084,100 U.S.P.Q.2d 1257,26/9/2011,1,1,,6864245,C12N1/125,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2865,"IGT v. Bally Gaming Intern., Inc.",659 F.3d 1109,100 U.S.P.Q.2d 1524,6/10/2011,1,2,,RE37885,,0,0,RE38812,,0,0,,,,,,,,,,,,,,,,,,,,
